Gene_Name,Gene_symbol,Human_entrez,Rat_entrez,Mouse_entrez,Synonym,DbTF,PMID,Uniprot_Human,Uniprot_Rat,Uniprot_mouse
UBP1,upstream binding protein 1 (LBP-1a),7342,301038,22221,LBP-1B|LBP-1A|LBP1A|LBP1B,yes,15988015,"A8KAN5,Q9NZI7",D4A030,Q811S7
USF1,upstream transcription factor 1,7391,83586,22278,FCHL|FCHL1|HYPLIP1|MLTF|MLTFI|UEF|BHLHB11,yes,9677331,"Q7Z5Y1,P22415",O35410,"Q3UQH7,Q61069"
USF2,"upstream transcription factor 2, c-fos interacting",7392,81817,22282,FIP|BHLHB12,yes,15242350,Q15853,Q63665,Q64705
VAX1,ventral anterior homeobox 1,11023,64571,22326,MCOPS11,yes,15905411,Q5SQQ9,Q9JM00,Q2NKI2
VAX2,ventral anterior homeobox 2,25806,64572,24113,DRES93,yes,"15905411, 21856776","F1T0K5,Q9UIW0",Q9JLZ9,"Q14B19,Q9WTP9"
VDR,"vitamin D (1,25- dihydroxyvitamin D3) receptor",7421,24873,22337,NR1I1,yes,"8674817, 16750418","G3V1V9,F1D8P8,P11473",P13053,P48281
VENTX,VENT homeobox,27287,0,0,HPX42B|NA88A|VENTX2,yes,21325273,O95231,,
VEZF1,vascular endothelial zinc finger 1,7716,287615,22344,DB1|ZNF161,yes,"11504723, 14706637",Q14119,,"Q9Z162,Q5SXC4"
VSX2,visual system homeobox 2,338917,171360,12677,CHX10|HOX10|MCOP2|MCOPCB3|RET1,yes,15647262,P58304,,"Q61412,Q80WF9"
WT1,Wilms tumor 1,7490,24883,22431,AWT1|EWS-WT1|GUD|NPHS4|WAGR|WIT-2|WT33,yes,"8950987, 10022915","P19544,Q6PI38",P49952,"Q199A7,P22561"
XBP1,X-box binding protein 1,7494,289754,22433,TREB5|XBP-1|XBP2,yes,2321018,P17861,Q9R1S4,O35426
YBX1,Y box binding protein 1,4904,500538,22608,BP-8|CSDA2|CSDB|DBPB|MDR-NF1|NSEP-1|NSEP1|YB-1|YB1,yes,"1741293, 15702969",P67809,P62961,"Q3UBT1,P62960"
YBX3,cold shock domain protein A,8531,83807,56449,CSDA|CSDA1|DBPA|ZONAB,yes,20636440,P16989,"Q62764,Q3KRC7","Q68G78,Q9JKB3"
YLPM1,YLP motif containing 1,56252,0,0,C14ORF170|ZAP113|ZAP3,yes,15511642,,,
YY1,YY1 transcription factor,7528,24919,22632,DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1,yes,9857059,P25490,Q8CHJ4,Q00899
YY2,YY2 transcription factor,404281,100361836,100073351,ZNF631,yes,15087442,O15391,,Q3TTC2
ZBED1,"zinc finger, BED-type containing 1",9189,0,0,ALTE|DREF|TRAMP|HDREF,yes,17220279,O96006,,
ZBTB1,zinc finger and BTB domain containing 1,22890,314246,268564,ZNF909,yes,21706167,Q9Y2K1,Q672J3,"Q91VL9,Q5YB37"
ZBTB10,zinc finger and BTB domain containing 10,65986,80338,229055,RINZF,yes,10075714,"Q96DT7,Q9H9H3",Q9WTY8,"E9Q8X5,Q8BNK5"
ZBTB16,zinc finger and BTB domain containing 16,7704,353227,235320,PLZF|ZNF145,yes,12408802,Q05516,Q5S3S9,Q3UQ17
ZBTB17,zinc finger and BTB domain containing 17,7709,313666,22642,MIZ-1|ZNF151|ZNF60|PHZ-67,yes,9312026,"F5H411,Q13105,B4DXB4",Q5XIU3,"A6H6B9,Q60821"
ZBTB2,zinc finger and BTB domain containing 2,57621,308126,381990,ZNF437,yes,19380588,Q8N680,D4ABS0,"Q3V1Q5,Q3V3W4,Q69ZI2"
ZBTB20,zinc finger and BTB domain containing 20,26137,288105,56490,DPZF|HOF|ODA-8S|ZNF288,yes,11744704,"A8K251,Q9HC78,B2RCW4",D4A1U1,Q8K0L9
ZBTB33,zinc finger and BTB domain containing 33,10009,501506,56805,ZNF-KAISO|ZNF348,yes,15817151,Q86T24,D3ZAN8,"A2A3Z3,Q8BN78"
ZBTB4,zinc finger and BTB domain containing 4,57659,287441,75580,KAISO-L1|ZNF903,yes,16354688,"Q9P1Z0,B3KVD4",D4A8X0,"Q3UHT8,Q5F293"
ZBTB42,zinc finger and BTB domain containing 42,100128927,691556,382639,ZNF925,yes,21193930,B2RXF5,B1WBS3,Q811H0
ZBTB45,zinc finger and BTB domain containing 45,84878,308366,232879,ZNF499,yes,16636917,Q96K62,D4A1A3,Q52KG4
ZBTB5,zinc finger and BTB domain containing 5,9925,298084,230119,-,yes,19491398,"O15062,Q5T942",D3ZFS3,"B1AXQ3,Q7TQG0"
ZBTB7A,zinc finger and BTB domain containing 7A,51341,117107,16969,FBI-1|FBI1|LRF|ZBTB7|ZNF857A|POKEMON,yes,20336405,"Q8TB76,O95365",Q9QZ48,O88939
ZBTB7B,zinc finger and BTB domain containing 7B,51043,295248,22724,THPOK|ZBTB15|ZFP-67|ZFP67|ZNF857B|C-KROX|HCKROX,yes,"7937772, 17296789","J3KQQ3,B4E3K5,O15156",,"Q5BJ24,Q64321"
ZC3H8,zinc finger CCCH-type containing 8,84524,311414,57432,FLIZ1|ZC3HDC8,yes,12077251,Q8N5P1,Q6AYB0,"A2AP86,Q9JJ48"
ZEB1,zinc finger E-box binding homeobox 1,6935,25705,21417,AREB6|BZP|DELTAEF1|FECD6|NIL2A|PPCD3|TCF8|ZFHEP|ZFHX1A,yes,16129691,"Q5VZ84,E9PCM7,F5H4I8,B4DUW9,B2RBI8,P37275,Q2KJ05",Q7TP68,Q64318
ZEB2,zinc finger E-box binding homeobox 2,9839,311071,24136,HSPC082|SIP-1|SIP1|SMADIP1|ZFHX1B,yes,11430829,"O60315,F5H814,B7Z2P2",Q3T921,Q9R0G7
ZFAND3,"zinc finger, AN1-type domain 3",60685,361816,21769,TEX27,yes,10366431,Q9H8U3,Q5U2M7,Q497H0
ZFAT,zinc finger and AT hook domain containing,57623,362925,380993,AITD3|ZFAT1|ZNF406,yes,20660741,"Q6PJQ2,B7ZL15,E9PBN4,Q4KMQ4,Q9P243,E9PER3,B7Z6H1",D4A2U0,Q7TS63
ZFHX3,zinc finger homeobox 3,463,307829,11906,ATBF1|ATBT|ZNF927,yes,17330845,"Q15911,Q8N2Y6",,E9QMD3
ZFP1,ZFP1 zinc finger protein,162239,498952,22640,ZNF475,yes,20624068,Q6P2D0,,"Q3UI68,P08042"
ZFP161,zinc finger and BTB domain containing 14,7541,282825,22666,ZBTB14|ZF5|ZFP-161|ZFP-5|ZNF478,yes,"8367294, 10049742, 14706637","B2R850,O43829",Q8CGQ6,"Q544H8,Q08376"
ZFP37,ZFP37 zinc finger protein,7539,115768,22696,ZNF906,yes,9585434,Q9Y6Q3,F1LQU1,"Q8CCM5,Q6P3Z4"
ZFP42,ZFP42 zinc finger protein,132625,100361947,22702,REX1|ZNF754,yes,9528758,Q96MM3,,"P22227,E9QK22"
ZFP54,zinc finger protein 51,0,308232,22712,2810034D10RIK|KRAB10|MGC91117|ZFP-54|ZFP76|MSZF83,yes,20624068,,B5DEZ5,E9PW05
ZFP90,ZFP90 zinc finger protein,146198,498945,22751,NK10|ZNF756,yes,7576184,Q8TF47,Q4V8A8,Q61967
ZFPM1,"zinc finger protein, FOG family member 1",161882,691504,22761,FOG|FOG1|ZNF408|ZNF89A,yes,15920471,Q8IX07,,O35615
ZFX,"zinc finger protein, X-linked",7543,367832,22764,ZNF926,yes,18555785,"Q59EB9,P17010,Q8WXB7",D3ZR02,"P17012,B1ASD1"
ZFY,"zinc finger protein, Y-linked",7544,252860,22767,ZNF911,yes,20028140,P08048,Q9Z2K3,P10925
ZGPAT,"zinc finger, CCCH-type with G patch domain",84619,296478,229007,GPATC6|GPATCH6|KIAA1847|ZC3H9|ZC3HDC9|ZIP,yes,19644445,Q8N5A5,Q5PPF5,Q8VDM1
ZHX2,zinc fingers and homeoboxes 2,22882,314988,387609,AFR1|RAF,yes,22406477,Q9Y6X8,G3V6P3,Q8C0C0
ZHX3,zinc fingers and homeoboxes 3,23051,311604,320799,TIX1,yes,17056598,Q9H4I2,Q80Z36,"Q8C0Q2,Q3UPQ8"
ZIC1,Zic family member 1,7545,64618,22771,ZIC|ZNF201,yes,11038359,Q15915,Q9JKY2,P46684
ZIC2,Zic family member 2,7546,361096,22772,HPE5,yes,11053430,O95409,D4AAV3,F8VPV3
ZIC3,Zic family member 3,7547,367944,22773,HTX|HTX1|VACTERLX|ZNF203,yes,11053430,O60481,,Q62521
ZIC4,Zic family member 4,84107,315882,22774,-,yes,15465018,"B4DF89,Q8N9L1,C9J7D5,J3KQG1,B7Z2L2",D3ZMJ5,"G3UYE7,Q61467,Q8C8J4"
ZIC5,Zic family member 5,85416,361095,65100,-,yes,15465018,Q96T25,,Q7TQ40
ZKSCAN3,zinc finger with KRAB and SCAN domains 3,80317,306977,72739,ZF47|ZFP306|ZNF306|ZNF309|ZSCAN13|ZFP47|DJ874C20.1|DJ874C20.1.|ZFP-47,yes,18940803,"Q9BRR0,B3KVC0,H7BXX1",Q5FVP7,Q91VW9
ZKSCAN5,zinc finger with KRAB and SCAN domains 5,23660,304275,22757,ZFP95|ZNF914,yes,14519192,"B3KNK8,Q9Y2L8",,"Q6PAK4,Q9Z1D8,Q69ZT2"
ZMYND8,"zinc finger, MYND-type containing 8",23613,296374,228880,PRKCBP1|PRO2893|RACK7,yes,21620140,Q9ULU4,A8C4G9,"Q3U1M7,E9Q8D1,Q3UH28,Q80Y82,Q3V1I9"
ZNF10,zinc finger protein 10,7556,0,0,KOX1,yes,"10866659, 10320774","P21506,Q9UG14",,
ZNF117,zinc finger protein 117,51351,0,0,H-PLK|HPF9,yes,2023909,Q03924,,
ZNF124,zinc finger protein 124,7678,314586,0,HZF-16|HZF16|ZK7,yes,17431901,"J3KSE1,Q15973",,
ZNF131,zinc finger protein 131,7690,310375,72465,PHZ-10,yes,20303951,P52739,B1WC22,Q8K3J5
ZNF132,zinc finger protein 132,7691,0,109948,PHZ-12,yes,7557990,"B3KQ54,P52740",,
ZNF133,zinc finger protein 133,7692,499900,0,ZNF150|PHZ-13|PHZ-66,yes,17934332,P52736,Q6AYF3,
ZNF134,zinc finger protein 134,7693,0,109947,PHZ-15,yes,7557990,P52741,,
ZNF135,zinc finger protein 135,7694,0,0,ZNF61|ZNF78L1|PHZ-17|PT3,yes,7557990,"F5GYY9,B4DLZ7,B4DHH9,Q8N9M3,Q8N1I7,E9PEV2,I3L0B3",,
ZNF136,zinc finger protein 136,7695,0,0,PHZ-20,yes,7649249,P52737,,
ZNF138,zinc finger protein 138,7697,0,0,PHZ-32,yes,7557990,"E9PHK7,B4DFX2,A2RRP7,B4DP87",,
ZNF140,zinc finger protein 140,7699,0,0,PHZ-39,yes,11470777,P52738,,
ZNF143,zinc finger protein 143,7702,361627,20841,SBF|STAF|PHZ-1,yes,"10893243, 18687992",P52747,Q5XIU2,O70230
ZNF148,zinc finger protein 148,7707,58820,22661,BERF-1|BFCOL1|HT-BETA|ZBP-89|ZFP148|PHZ-52,yes,8355710,Q9UQR1,Q62806,"Q548L0,Q61624,Q3UJ69"
ZNF154,zinc finger protein 154,7710,0,0,PHZ-92,yes,7557990,Q13106,,
ZNF155,zinc finger protein 155,7711,0,0,PHZ-96,yes,7557990,"B4DM95,Q12901",,
ZNF157,zinc finger protein 157,7712,360775,72154,HZF22,yes,10441576,P51786,D3ZFZ1,Q6PCM4
ZNF165,zinc finger protein 165,7718,0,0,CT53|LD65|ZSCAN7,yes,7490084,"P49910,Q53Z40",,
ZNF174,zinc finger protein 174,7727,287074,385674,ZSCAN8,yes,7673192,Q15697,,B9EJW5
ZNF175,zinc finger protein 175,7728,0,0,OTK18,yes,17170456,Q9Y473,,
ZNF177,zinc finger protein 177,7730,0,0,PIGX,yes,11549323,"B4DY57,I3L0I4,Q13360",,
ZNF18,zinc finger protein 18,7566,303226,52712,HDSG1|KOX11|ZKSCAN6|ZNF535|ZFP535,yes,15702252,P17022,Q642B9,Q810A1
ZNF189,zinc finger protein 189,7743,313219,230162,-,yes,9653648,O75820,D3ZRX1,"Q8BKW8,Q8BKP2"
ZNF19,zinc finger protein 19,7567,0,0,KOX12,yes,7557990,P17023,,
ZNF193,zinc finger and SCAN domain containing 9,7746,0,0,PRD51|ZSCAN9,yes,20499178,"O15535,E7EVQ2,B4E1W6",,
ZNF202,zinc finger protein 202,7753,500981,80902,ZKSCAN10,yes,"10748193, 19875103, 11279031",O95125,D4A7G1,Q8C879
ZNF205,zinc finger protein 205,7755,287095,22654,RHITH|ZNF210|ZFP13,yes,9787081,O95201,D3ZT76,P10754
ZNF214,zinc finger protein 214,7761,0,0,BAZ-1|BAZ1,yes,12970396,Q9UL59,,
ZNF215,zinc finger protein 215,7762,0,0,BAZ-2|BAZ2|ZKSCAN11,yes,12970396,Q9UL58,,
ZNF217,zinc finger protein 217,7764,311764,228913,ZABC1,yes,21908891,O75362,D4AB75,Q3U0X6
ZNF219,zinc finger protein 219,51222,305848,69890,ZFP219,yes,14621294,Q9P2Y4,Q66H48,"Q4VA98,Q9CVF3,Q6IQX8,Q924S6"
ZNF22,zinc finger protein 22,7570,360389,67255,HKR-T1|KOX15|ZNF422|ZFP422,yes,12952191,P17026,Q9ERU2,Q9ERU3
ZNF224,zinc finger protein 224,7767,0,0,BMZF-2|BMZF2|KOX22|ZNF255|ZNF27,yes,"12527367, 16150558",Q9NZL3,,
ZNF23,zinc finger protein 23,7571,307839,234725,KOX16|ZNF359|ZNF612|ZFP612,yes,17137575,P17027,D3ZLR3,"Q3TRD7,G5E8C8"
ZNF230,zinc finger protein 230,7773,0,67150,FDZF2,yes,12804569,Q9UIE0,,Q99MB7
ZNF238,zinc finger and BTB domain containing 18,10472,64619,30928,C2H2-171|RP58|TAZ-1|ZBTB18,yes,22095278,Q99592,Q9JKY3,"H7BX69,Q9WUK6"
ZNF239,zinc finger protein 239,8187,0,22685,HOK-2|MOK2,yes,11278819,Q16600,,P24399
ZNF24,zinc finger protein 24,7572,360204,59057,KOX17|RSG-A|ZNF191|ZSCAN3|ZFP191,yes,11532988,P17028,Q7TNK3,Q91VN1
ZNF250,zinc finger protein 250,58500,362948,239546,ZFP647|ZNF647,yes,20346131,"B3KNS9,P15622,D3DWP1,Q59HE9",D3ZUX9,Q7TNU6
ZNF251,zinc finger protein 251,90987,366954,71591,-,yes,20346131,Q9BRH9,H7C5Y4,Q6PCX8
ZNF252P,"zinc finger protein 252, pseudogene",286101,0,0,ZNF252,yes,20346131,,,
ZNF256,zinc finger protein 256,10172,0,0,BMZF-3|BMZF3,yes,18060868,Q9Y2P7,,
ZNF263,zinc finger protein 263,10127,287076,74120,FPM315|ZKSCAN12,yes,12024037,O14978,,Q8CF60
ZNF267,zinc finger protein 267,10308,0,0,HZF2,yes,16054593,Q14586,,
ZNF268,zinc finger protein 268,10795,0,0,HZF3,yes,11311945,"F5H1T2,Q2TB61,Q8TDG8,Q14587,F5GZJ4,F5H670,F5H848",,
ZNF274,zinc finger protein 274,10782,0,0,HFB101|ZF2|ZKSCAN19,yes,"21170338, 10777669",Q96GC6,,
ZNF281,zinc finger protein 281,23528,305083,226442,ZBP-99|ZNP-99,yes,10448078,Q9Y2X9,Q5XI48,Q99LI5
ZNF284,zinc finger protein 284,342909,0,0,ZNF284L,yes,16817023,Q2VY69,,
ZNF292,zinc finger protein 292,23036,50552,30046,NBLA00365|ZFP292|ZN-16|ZN-15|BA393I2.3,yes,8370519,"Q6ZS01,O60281,Q3LIB3,Q6ZW83,Q6P495",D3ZXZ1,Q9Z2U2
ZNF295,zinc finger and BTB domain containing 21,49854,304056,114565,ZBTB21,yes,15629158,Q9ULJ3,,"E9Q3R9,Q8CC25,E9Q444,Q6ZPV6,G3X9A3,Q8CDB1"
ZNF300,zinc finger protein 300,91975,0,245368,-,yes,20585888,"F5GWS1,Q96RE9,J3KQF6",,"Q8C6W5,A2AE21"
ZNF302,zinc finger protein 302,55900,0,0,HSD16|MST154|MSTP154|ZNF135L|ZNF140L|ZNF327,yes,21869994,Q9NR11,,
ZNF304,zinc finger protein 304,57343,0,0,-,yes,12051768,"Q9HCX3,Q2T9G7",,
ZNF317,zinc finger protein 317,57693,500950,244713,-,yes,11688974,Q96PQ6,,"Q8C0Q5,Q8BLF0,Q0P5V5"
ZNF322,zinc finger protein 322,79692,680201,218100,HCG12|ZNF322A|ZNF388|ZNF489,yes,15555580,Q6U7Q0,D3ZJ04,Q8BZ89
ZNF323,zinc finger and SCAN domain containing 31,64288,0,0,ZNF20-LP|ZNF310P|DJ874C20.2,yes,12147252,"Q6P178,Q96QL1,Q96LW9",,
ZNF326,zinc finger protein 326,284695,0,54367,ZAN75|ZIRD|ZFP326|DJ871E2.1,yes,10798446,Q5BKZ1,,O88291
ZNF333,zinc finger protein 333,84449,0,0,-,yes,15607024,"Q6P2E6,Q96JL9",,
ZNF34,zinc finger protein 34,80778,0,0,KOX32,yes,20346131,"B3KU46,Q8IZ26",,
ZNF35,zinc finger protein 35,7584,316096,22646,HF.10|HF10|ZFP105,yes,"1572646, 8477855",P13682,Q5M881,"G3X9I0,Q80WR2"
ZNF350,zinc finger protein 350,59348,0,0,ZBRK1|ZFQR,yes,"11090615, 12097288",Q9GZX5,,
ZNF354A,zinc finger protein 354A,6940,24522,21408,EZNF|HKL1|KID-1|KID1|TCF17,yes,8382778,O60765,Q02975,Q61751
ZNF354C,zinc finger protein 354C,30832,78972,30944,KID3,yes,15555547,Q86Y25,Q9EPU7,Q571J5
ZNF367,zinc finger protein 367,195828,306695,238673,CDC14B|ZFF29,yes,15344908,Q7RTV3,Q5U2Z0,Q0VDT2
ZNF37A,zinc finger protein 37A,7587,0,0,KOX21|ZNF37,yes,8464732,P17032,,
ZNF382,zinc finger protein 382,84911,246264,233060,KS1,yes,11154279,Q96SR6,A0JPL0,B2RXC5
ZNF384,zinc finger protein 384,171017,171018,269800,CAGH1|CAGH1A|CIZ|ERDA2|NMP4|NP|TNRC1,yes,16868967,Q8TF68,"G3V883,Q9EQJ4,G3V9M5","E9Q1A5,E9QAR1"
ZNF395,zinc finger protein 395,55893,305972,380912,HDBP-2|HDBP2|HDRF-2|PBF|PRF-1|PRF1|SI-1-8-14,yes,"17897615, 11853404, 14625278","Q9H8N7,Q7L9C8",,E9Q5N9
ZNF41,zinc finger protein 41,7592,315081,22701,MRX89,yes,20691945,P51814,,Q02526
ZNF423,zinc finger protein 423,23090,94188,94187,EBFAZ|JBTS19|NPHP14|OAZ|ROAZ|ZFP423|ZFP104,yes,9774661,"B3KNG7,Q2M1K9",O08961,Q80TS5
ZNF429,zinc finger protein 429,353088,0,0,-,yes,"19207018, 19008334",Q86V71,,
ZNF43,zinc finger protein 43,7594,0,22704,HTF6|KOX27|ZNF39L1,yes,12537770,P17038,,"A2AW50,Q8BPP0"
ZNF431,zinc finger protein 431,170959,0,0,-,yes,21177534,Q8TF32,,
ZNF433,zinc finger protein 433,163059,0,0,-,yes,17018618,Q8N7K0,,
ZNF45,zinc finger protein 45,7596,365590,0,KOX5|ZNF13,yes,9570955,Q02386,Q3B725,
ZNF467,zinc finger protein 467,168544,500110,68910,EZI|ZFP467,yes,12426389,Q7Z7K2,Q5RJR4,"B2RU53,Q8JZL0,Q3USQ2,G3X9X3"
ZNF468,zinc finger protein 468,90333,0,0,-,yes,16144304,Q5VIY5,,
ZNF470,zinc finger protein 470,388566,0,0,CZF-1,yes,15302581,Q6ECI4,,
ZNF492,zinc finger protein 492,57615,0,0,ZNF115,yes,16714237,Q9P255,,
ZNF496,zinc finger protein 496,84838,287361,268417,NIZP1|ZFP496|ZKSCAN17,yes,15169884,Q96IT1,,Q5SXI5
ZNF512B,zinc finger protein 512B,57473,311721,269401,GM632,yes,21665992,Q96KM6,D3ZJ29,"B7ZCR6,Q6ZPW1"
ZNF513,zinc finger protein 513,130557,313913,101023,HMFT0656|RP58,yes,20797688,Q8N8E2,Q5FWU5,Q6PD29
ZNF517,zinc finger protein 517,340385,0,0,-,yes,20346131,"A0AV05,Q6ZMY9",,
ZNF536,zinc finger protein 536,9745,292820,243937,-,yes,19398580,O15090,D3ZJS6,Q8K083
ZNF580,zinc finger protein 580,51157,308336,68992,-,yes,21830064,Q9UK33,D4A235,Q9DB38
ZNF589,zinc finger protein 589,51385,0,0,SZF1,yes,"12097288, 10029171",Q86UQ0,,
ZNF592,zinc finger protein 592,9640,293038,233410,CAMOS|SCAR5,yes,21620140,Q92610,D3ZJG8,"Q8BG03,Q52KI9,Q8BHZ4"
ZNF639,zinc finger protein 639,51193,683504,67778,6230400O18RIK|ANC-2H01|ANC_2H01|ZASC1,yes,20484494,Q9UID6,Q5PPG4,Q99KZ6
ZNF642,ZFP69 zinc finger protein,339559,0,0,RP11-656D10.2|ZFP69,yes,19578398,Q49AA0,,
ZNF652,zinc finger protein 652,22834,497984,268469,-,yes,"21678463, 18456661","Q9Y2D9,A8K9F2",A1L1J6,Q5DU09
ZNF668,zinc finger protein 668,79759,309002,244219,-,yes,15539151,"A8K1I4,Q96K58",,Q8K2R5
ZNF673,KRAB box domain containing 4,55634,0,0,ZNF673,yes,20691945,Q5JUW0,,
ZNF674,zinc finger protein 674,641339,0,0,MRX92|ZNF673B,yes,"20691945, 16385466","E9PHQ4,Q2M3X9",,
ZNF687,zinc finger protein 687,57592,310660,78266,-,yes,21620140,Q8N1G0,,Q9D2D7
ZNF69,zinc finger protein 69,7620,0,381549,COS5,yes,19578398,Q9UC07,,"A2A761,Q6NZQ1"
ZNF692,zinc finger protein 692,55657,303164,103836,AREBP|ZFP692,yes,17097062,Q9BU19,,Q3U381
ZNF7,zinc finger protein 7,7553,315101,223669,HF.16|KOX4|ZF30,yes,20346131,P17097,D3ZBV5,Q3TFZ4
ZNF705D,zinc finger protein 705D,728957,0,0,ZNF705C,yes,20081217,P0CH99,,
ZNF705F,zinc finger protein 705F,790969,0,0,-,yes,20081217,,,
ZNF711,zinc finger protein 711,7552,302327,245595,CMPX1|MRX97|ZNF4|ZNF5|ZNF6|ZFP711|DJ75N13.1,yes,20346720,"Q6PK66,Q9Y462",D3ZHB2,"Q8BYM9,E9PUP8"
ZNF720,zinc finger protein 720,124411,0,0,-,yes,20081217,Q7Z2F6,,
ZNF734P,ZINC FINGER PROTEIN 734,644017,0,0,,yes,20081217,,,
ZNF746,zinc finger protein 746,155061,312303,69228,PARIS,yes,21376232,Q6NUN9,F1LSG4,Q3U133
ZNF750,zinc finger protein 750,79755,0,319530,ZFP750,yes,22364861,Q32MQ0,,Q8BH05
ZNF76,zinc finger protein 76,7629,361809,224656,D6S229E|ZNF523|ZFP523,yes,"10893243, 16337145, 15280359, 11960979",P36508,B4F7E9,Q8BMU0
ZNF8,zinc finger protein 8,7554,0,243833,HF.18|ZFP128,yes,12370310,"B3KS94,P17098",,"Q8BGV5,Q8BJ50"
ZNF80,zinc finger protein 80,7634,295695,630579,PT17,yes,"7659503, 1768617",P51504,,"B8JJZ4,Q6P8L0"
ZNF804A,zinc finger protein 804A,91752,295695,241514,C2ORF10,yes,22384243,Q7Z570,,"Q8CFV3,Q8BHP6,A2AKY4"
ZNF821,zinc finger protein 821,55565,307834,75871,-,yes,20795678,O75541,,Q6PD05
ZNF84,zinc finger protein 84,7637,308482,74352,HPF2,yes,19128516,P51523,D3ZD53,"Q9D654,Q3ULL7"
ZNF85,zinc finger protein 85,7639,0,0,HPF4|HTF1,yes,9839802,"Q49A12,Q03923",,
ZNF91,zinc finger protein 91,7644,246282,109910,HPF7|HTF10,yes,11470777,Q05481,,Q62511
ZNF92,zinc finger protein 92,168374,0,22754,HPF12|HTF12|TF12,yes,2023909,Q03936,,Q62396
ZNF93,zinc finger protein 93,81931,296399,22755,HPF34|HTF34|TF34|ZNF505,yes,2023909,"P35789,Q6NS90",D3ZGA9,Q61116
ZNF98,zinc finger protein 98,148198,0,0,F7175|ZNF739,yes,20081217,A6NK75,,
ZNRD1,zinc ribbon domain containing 1,30834,361784,66136,HTEX-6|RPA12|TEX6|HZR14|TCTEX-6,yes,"21080911, 18645262","Q2L6J2,Q9P1U0",Q6MFY5,Q791N7
ZSCAN10,zinc finger and SCAN domain containing 10,84891,302962,332221,ZNF206,yes,19740739,Q96SZ4,D3ZFQ4,Q3URR7
ZSCAN12,zinc finger and SCAN domain containing 12,9753,266716,22758,ZFP96|ZNF29K1|ZNF305|ZNF96|DJ29K1.2,yes,16426687,,,"Q8C6D3,Q6ZQB8,Q9Z1D7"
ZSCAN21,zinc finger and SCAN domain containing 21,7589,304342,22697,NY-REN-21|ZNF38|ZIPRO1,yes,8625807,Q9Y5A6,Q6AXN8,Q07231
ZSCAN26,zinc finger and SCAN domain containing 26,7741,266792,432731,SRE-ZBP|ZNF187,yes,1569959,"B3KTR1,Q16670",D3ZFY2,F8WJ31
ZSCAN4,zinc finger and SCAN domain containing 4,201516,0,245109,ZNF494,yes,17553482,Q8NAM6,,Q80VJ6
